posting_id,posted_on,title,seniority,city,country,remote,salary_min_usd,salary_max_usd,company_size,skills
J71834,2023-06-27,Senior Analytics Engineer,senior,São Paulo,BR,hybrid,47000,62500,enterprise,git|airflow|python
J70136,2023-06-28,Data Analyst,mid,Chicago,US,onsite,71000,94500,startup,sql|looker|excel|statistics|python|tableau
J70344,2023-06-28,Senior Data Engineer,senior,London,GB,onsite,,,scaleup,airflow|terraform|kafka
J70755,2023-06-28,Data Scientist,mid,New York,US,remote,136500,182000,scaleup,pandas|python|experimentation|pytorch
J72711,2023-06-28,Junior Analytics Engineer,junior,Amsterdam,NL,onsite,54000,72500,scaleup,sql|dbt|python|airflow
J70034,2023-06-29,Senior BI Developer,senior,Bengaluru,IN,hybrid,34000,45500,startup,modelling|sql|excel|power bi
J70966,2023-06-29,Machine Learning Engineer,mid,San Francisco,US,hybrid,160500,214000,midmarket,sql|kubernetes|aws
J72817,2023-06-29,Senior Data Engineer,senior,Bengaluru,IN,remote,45000,59500,enterprise,sql|airflow|python
J70492,2023-06-30,Staff Data Scientist,staff,Chicago,US,remote,183000,244000,enterprise,pandas|python|pytorch|sql
J70769,2023-06-30,Data Analyst,mid,Amsterdam,NL,hybrid,60500,80500,midmarket,python|excel|statistics|tableau
J71063,2023-06-30,Staff Data Engineer,staff,Amsterdam,NL,hybrid,147500,196500,scaleup,spark|airflow|kafka
J71449,2023-06-30,Staff Data Engineer,staff,Amsterdam,NL,hybrid,142500,189500,scaleup,aws|spark|airflow|kafka|terraform
J72116,2023-06-30,Data Analyst,mid,New York,US,remote,95000,127000,scaleup,statistics|sql|tableau|looker
J72206,2023-06-30,Data Engineer,mid,Bengaluru,IN,onsite,,,midmarket,sql|aws|terraform|spark|python
J72290,2023-06-30,Junior Machine Learning Engineer,junior,San Francisco,US,hybrid,122000,163000,scaleup,python|sql|aws
J70612,2023-07-01,Data Analyst,mid,Amsterdam,NL,hybrid,61500,82000,scaleup,excel|python|sql|tableau
J71526,2023-07-01,BI Developer,mid,Amsterdam,NL,hybrid,,,startup,dax|excel|power bi|modelling
J71662,2023-07-01,Staff Analytics Engineer,staff,London,GB,hybrid,123000,164000,scaleup,snowflake|git|dbt|airflow|python
J73061,2023-07-01,Junior Machine Learning Engineer,junior,London,GB,hybrid,,,enterprise,sql|aws|mlflow|python|pytorch
J71171,2023-07-02,Senior Data Scientist,senior,New York,US,remote,188000,251000,enterprise,pytorch|pandas|experimentation
J71092,2023-07-03,Senior BI Developer,senior,London,GB,hybrid,,,enterprise,excel|modelling|power bi|sql|dax
J71346,2023-07-03,Staff BI Developer,staff,San Francisco,US,hybrid,166500,222000,scaleup,excel|dax|modelling|power bi|sql
J71866,2023-07-03,Senior Analytics Engineer,senior,Bengaluru,IN,onsite,43500,57500,midmarket,sql|python|airflow|git|snowflake|dbt
J72221,2023-07-03,Data Analyst,mid,Bengaluru,IN,remote,23500,31000,startup,sql|looker|python|statistics|tableau|excel
J72498,2023-07-03,Machine Learning Engineer,mid,Toronto,CA,remote,,,midmarket,kubernetes|pytorch|aws
J71214,2023-07-04,Junior BI Developer,junior,London,GB,hybrid,49000,65000,midmarket,modelling|power bi|excel
J71891,2023-07-04,Staff Analytics Engineer,staff,New York,US,hybrid,193000,257500,startup,airflow|sql|git|dbt
J71892,2023-07-04,Junior Research Scientist,junior,Berlin,DE,hybrid,70500,94000,scaleup,jax|pytorch|research|statistics
J72991,2023-07-04,Junior Analytics Engineer,junior,San Francisco,US,remote,102000,136000,startup,airflow|git|dbt|sql|snowflake
J70001,2023-07-05,Junior Data Scientist,junior,Berlin,DE,hybrid,59000,79000,enterprise,pytorch|pandas|statistics|python
J70222,2023-07-05,Senior Machine Learning Engineer,senior,Chicago,US,remote,177500,237000,midmarket,aws|mlflow|sql|python
J71653,2023-07-05,BI Developer,mid,San Francisco,US,remote,99000,132000,scaleup,dax|power bi|modelling|excel
J71715,2023-07-05,Junior Data Analyst,junior,New York,US,hybrid,66000,87500,enterprise,statistics|sql|looker|python|excel
J72600,2023-07-06,Staff Data Analyst,staff,Berlin,DE,onsite,,,startup,excel|tableau|statistics|looker
J72756,2023-07-06,Staff Data Engineer,staff,Amsterdam,NL,onsite,147000,196000,enterprise,sql|aws|python|kafka
J71990,2023-07-07,Data Analyst,mid,London,GB,hybrid,,,midmarket,excel|python|looker
J73049,2023-07-07,Senior Analytics Engineer,senior,London,GB,hybrid,,,startup,snowflake|python|sql|airflow
J71182,2023-07-08,Lead Research Scientist,lead,San Francisco,US,onsite,307000,409000,enterprise,jax|statistics|research|python
J71567,2023-07-09,Junior Data Analyst,junior,London,GB,remote,48000,64000,enterprise,statistics|looker|tableau|python
J71754,2023-07-09,Data Analyst,mid,London,GB,hybrid,58500,78000,scaleup,statistics|looker|excel|python
J72617,2023-07-09,Senior Machine Learning Engineer,senior,London,GB,hybrid,137000,183000,scaleup,pytorch|kubernetes|sql|mlflow
J72918,2023-07-09,Junior Data Analyst,junior,Toronto,CA,hybrid,,,startup,looker|sql|python|statistics|excel
J72996,2023-07-09,Senior BI Developer,senior,New York,US,remote,130500,174000,startup,power bi|dax|modelling|sql
J73075,2023-07-09,Junior Data Scientist,junior,San Francisco,US,remote,,,enterprise,experimentation|sql|pytorch|python|statistics
J70627,2023-07-10,Lead Data Engineer,lead,New York,US,hybrid,197500,263500,midmarket,aws|spark|terraform|kafka|sql
J71484,2023-07-10,Data Scientist,mid,Austin,US,remote,115500,154000,enterprise,experimentation|python|pandas|pytorch|statistics|sql
J71649,2023-07-10,Data Analyst,mid,Berlin,DE,hybrid,50500,67500,enterprise,statistics|looker|python
J71908,2023-07-10,Junior Data Engineer,junior,San Francisco,US,hybrid,95000,127000,enterprise,terraform|python|sql|kafka|airflow
J72483,2023-07-11,Staff Analytics Engineer,staff,São Paulo,BR,hybrid,,,enterprise,airflow|snowflake|git|sql|python
J70250,2023-07-12,Data Analyst,mid,San Francisco,US,onsite,87500,117000,scaleup,sql|looker|tableau
J71246,2023-07-12,Lead Data Engineer,lead,Berlin,DE,remote,130000,173500,startup,aws|sql|python|airflow
J71462,2023-07-12,Junior Data Scientist,junior,Berlin,DE,onsite,,,midmarket,python|experimentation|sql|statistics|pandas|pytorch
J72781,2023-07-12,Junior Analytics Engineer,junior,Austin,US,remote,73500,97500,scaleup,python|git|airflow|sql
J73045,2023-07-12,Junior Data Analyst,junior,New York,US,onsite,61500,82000,enterprise,python|statistics|tableau|sql|excel
J73109,2023-07-12,Data Scientist,mid,Chicago,US,remote,112500,150500,startup,pytorch|statistics|sql|python
J71857,2023-07-13,Junior Data Scientist,junior,Amsterdam,NL,onsite,62500,83500,midmarket,statistics|experimentation|pytorch|pandas
J71074,2023-07-14,Senior Data Scientist,senior,San Francisco,US,hybrid,199000,265500,midmarket,experimentation|pandas|python|statistics|sql
J72014,2023-07-14,Senior Data Engineer,senior,New York,US,remote,181500,242000,enterprise,airflow|aws|spark|terraform|sql
J72890,2023-07-14,Junior Data Engineer,junior,Amsterdam,NL,remote,69500,92500,midmarket,airflow|spark|kafka|python
J73266,2023-07-14,Data Engineer,mid,Toronto,CA,hybrid,85000,113500,scaleup,aws|spark|python
J70816,2023-07-15,Senior Data Analyst,senior,London,GB,remote,83500,111500,enterprise,python|statistics|tableau|excel
J71052,2023-07-15,Staff BI Developer,staff,New York,US,hybrid,154500,206000,midmarket,excel|dax|sql
J71542,2023-07-15,Junior Data Platform Engineer,junior,Berlin,DE,remote,,,startup,python|observability|terraform|aws|kubernetes|spark
J70970,2023-07-16,Senior Analytics Engineer,senior,Chicago,US,onsite,120500,161000,enterprise,dbt|snowflake|git|python|sql
J71056,2023-07-16,Senior Data Analyst,senior,New York,US,hybrid,,,startup,sql|tableau|python|excel|statistics|looker
J73165,2023-07-16,Senior Data Analyst,senior,Bengaluru,IN,remote,32500,43000,enterprise,excel|sql|python|looker
J70629,2023-07-17,Data Scientist,mid,New York,US,hybrid,130500,173500,scaleup,sql|pytorch|statistics
J71492,2023-07-17,Junior Data Analyst,junior,London,GB,remote,,,midmarket,statistics|tableau|python|looker
J71790,2023-07-17,Data Analyst,mid,San Francisco,US,onsite,92000,122500,scaleup,python|looker|statistics|excel|sql
J72261,2023-07-17,BI Developer,mid,New York,US,remote,99000,131500,midmarket,dax|excel|power bi|modelling|sql
J72391,2023-07-17,Senior Data Engineer,senior,São Paulo,BR,remote,54000,71500,enterprise,aws|sql|python|spark
J70243,2023-07-18,BI Developer,mid,Bengaluru,IN,onsite,26500,35500,startup,modelling|sql|excel
J70264,2023-07-18,Senior Data Analyst,senior,Toronto,CA,remote,76000,101500,startup,sql|tableau|python
J71694,2023-07-18,Lead Machine Learning Engineer,lead,Bengaluru,IN,hybrid,64500,86500,midmarket,kubernetes|aws|python|sql
J72220,2023-07-18,Senior Data Scientist,senior,London,GB,hybrid,121500,161500,scaleup,statistics|python|experimentation
J72656,2023-07-18,Staff Analytics Engineer,staff,New York,US,remote,185500,247500,scaleup,dbt|sql|python|snowflake
J73481,2023-07-18,Data Analyst,mid,San Francisco,US,hybrid,99000,132500,enterprise,statistics|tableau|python
J71905,2023-07-19,Senior Data Analyst,senior,Chicago,US,remote,98000,130500,startup,python|excel|statistics|sql
J72415,2023-07-19,Lead Machine Learning Engineer,lead,Chicago,US,hybrid,216500,288500,enterprise,mlflow|aws|python
J72936,2023-07-19,Staff Data Engineer,staff,Bengaluru,IN,hybrid,,,scaleup,aws|kafka|spark|sql
J70190,2023-07-21,Data Platform Engineer,mid,London,GB,remote,103500,138000,scaleup,terraform|aws|spark|kubernetes
J71598,2023-07-21,Senior Data Engineer,senior,New York,US,hybrid,162500,217000,startup,kafka|python|aws|sql|terraform
J71827,2023-07-21,Lead Machine Learning Engineer,lead,San Francisco,US,remote,296000,395000,enterprise,aws|kubernetes|sql|python|mlflow
J72543,2023-07-21,Data Scientist,mid,San Francisco,US,remote,155500,207500,startup,sql|statistics|experimentation|python
J70275,2023-07-22,Senior Data Engineer,senior,San Francisco,US,hybrid,171500,229000,scaleup,aws|python|kafka
J70681,2023-07-22,Data Analyst,mid,San Francisco,US,onsite,99000,132000,enterprise,excel|tableau|statistics
J73361,2023-07-22,Staff Data Engineer,staff,Berlin,DE,onsite,124000,165000,enterprise,aws|airflow|terraform|sql
J70605,2023-07-23,Junior Analytics Engineer,junior,New York,US,onsite,,,midmarket,snowflake|git|python|sql|dbt
J70812,2023-07-23,Senior Data Scientist,senior,San Francisco,US,remote,,,enterprise,pytorch|experimentation|pandas|statistics|python
J72029,2023-07-23,Analytics Engineer,mid,Bengaluru,IN,hybrid,,,enterprise,python|airflow|snowflake|git|dbt|sql
J72970,2023-07-23,Junior Data Scientist,junior,Austin,US,hybrid,,,midmarket,experimentation|sql|pandas
J73201,2023-07-23,Machine Learning Engineer,mid,London,GB,hybrid,114500,152500,startup,sql|mlflow|aws|kubernetes|pytorch
J70187,2023-07-24,Data Scientist,mid,São Paulo,BR,hybrid,43500,58000,midmarket,sql|python|statistics|pandas|experimentation|pytorch
J70738,2023-07-24,Data Platform Engineer,mid,San Francisco,US,hybrid,152500,203500,startup,aws|spark|terraform
J71297,2023-07-24,Junior Machine Learning Engineer,junior,Austin,US,hybrid,,,scaleup,mlflow|aws|python|kubernetes|pytorch
J71433,2023-07-24,Data Engineer,mid,San Francisco,US,hybrid,144500,192500,scaleup,python|airflow|spark|kafka|terraform
J71939,2023-07-24,Junior Data Analyst,junior,San Francisco,US,remote,70500,94000,scaleup,python|sql|excel|statistics|tableau
J72684,2023-07-24,Data Engineer,mid,São Paulo,BR,hybrid,45500,61000,midmarket,terraform|aws|airflow
J73137,2023-07-24,Senior Data Scientist,senior,Bengaluru,IN,hybrid,,,midmarket,statistics|pytorch|pandas|experimentation|python|sql
J70057,2023-07-25,Senior Data Analyst,senior,San Francisco,US,onsite,122000,163000,midmarket,statistics|looker|tableau|excel|python
J71040,2023-07-25,Senior BI Developer,senior,San Francisco,US,remote,124000,165500,startup,modelling|power bi|sql
J71688,2023-07-25,Staff Data Scientist,staff,New York,US,onsite,216500,288500,scaleup,sql|pytorch|pandas|statistics|python|experimentation
J72344,2023-07-25,Junior Data Platform Engineer,junior,San Francisco,US,onsite,122500,163000,midmarket,spark|terraform|python|observability|aws|kubernetes
J70004,2023-07-26,Junior Data Scientist,junior,San Francisco,US,onsite,105500,140500,startup,statistics|sql|pytorch|python|experimentation|pandas
J70094,2023-07-26,Junior Data Engineer,junior,San Francisco,US,remote,106000,141500,enterprise,airflow|terraform|kafka|spark
J71777,2023-07-26,Senior Data Engineer,senior,Berlin,DE,hybrid,,,enterprise,airflow|aws|python
J72006,2023-07-26,Data Engineer,mid,Austin,US,remote,109000,145500,scaleup,kafka|airflow|python
J72235,2023-07-26,Data Scientist,mid,Bengaluru,IN,onsite,,,enterprise,pytorch|pandas|statistics|sql
J72675,2023-07-26,Lead Data Analyst,lead,San Francisco,US,remote,167500,223000,midmarket,sql|tableau|looker
J70895,2023-07-27,Junior Data Analyst,junior,London,GB,hybrid,42000,56000,midmarket,looker|excel|python|sql|statistics|tableau
J71652,2023-07-27,Data Analyst,mid,London,GB,hybrid,62500,83500,enterprise,excel|statistics|python|tableau|sql|looker
J71960,2023-07-27,Analytics Engineer,mid,Austin,US,onsite,95000,126500,midmarket,dbt|git|airflow
J70497,2023-07-28,Data Scientist,mid,Berlin,DE,remote,,,scaleup,statistics|pytorch|pandas|sql|python
J70820,2023-07-28,Staff Data Analyst,staff,San Francisco,US,remote,157500,209500,scaleup,sql|tableau|python|excel
J70902,2023-07-28,Data Analyst,mid,London,GB,hybrid,,,enterprise,excel|looker|statistics
J71683,2023-07-29,Lead Data Engineer,lead,Berlin,DE,onsite,,,enterprise,aws|airflow|terraform|kafka
J71211,2023-07-30,Data Scientist,mid,New York,US,onsite,140000,186500,scaleup,pandas|sql|statistics|python|pytorch|experimentation
J71985,2023-07-30,Senior Analytics Engineer,senior,Berlin,DE,remote,,,midmarket,git|sql|airflow|dbt|python
J72195,2023-07-30,Senior Data Analyst,senior,Chicago,US,hybrid,89500,119500,startup,statistics|python|looker|excel
J73254,2023-07-30,Staff BI Developer,staff,São Paulo,BR,remote,48500,64500,startup,sql|power bi|modelling|excel|dax
J70399,2023-08-01,Senior Data Analyst,senior,New York,US,remote,116000,154500,enterprise,statistics|looker|python|tableau
J73275,2023-08-01,Senior Data Analyst,senior,Bengaluru,IN,remote,30500,40500,scaleup,excel|sql|looker|tableau|python|statistics
J73413,2023-08-01,Staff Data Analyst,staff,Bengaluru,IN,hybrid,39500,52500,startup,tableau|excel|python|sql|looker
J71879,2023-08-02,Junior Data Scientist,junior,New York,US,hybrid,99000,132000,enterprise,statistics|pandas|sql|experimentation
J71974,2023-08-02,Senior Analytics Engineer,senior,Amsterdam,NL,onsite,99000,132500,enterprise,python|git|sql|airflow|snowflake
J70740,2023-08-03,Senior Data Scientist,senior,São Paulo,BR,remote,,,midmarket,experimentation|pytorch|statistics
J70608,2023-08-04,Data Engineer,mid,Chicago,US,onsite,98500,131000,enterprise,spark|python|terraform|sql|aws|airflow
J72503,2023-08-04,Data Engineer,mid,San Francisco,US,remote,,,midmarket,kafka|python|aws|sql
J70177,2023-08-05,Machine Learning Engineer,mid,Austin,US,hybrid,134500,179500,scaleup,kubernetes|pytorch|python|aws
J70537,2023-08-05,Data Analyst,mid,São Paulo,BR,hybrid,31000,41000,startup,excel|python|sql|statistics|tableau
J70980,2023-08-05,Data Analyst,mid,London,GB,onsite,,,scaleup,looker|statistics|tableau
J72346,2023-08-05,Lead Machine Learning Engineer,lead,San Francisco,US,hybrid,269500,359500,scaleup,mlflow|pytorch|kubernetes|python|aws|sql
J72925,2023-08-05,Junior Data Analyst,junior,New York,US,remote,,,scaleup,excel|statistics|tableau|sql|python
J73192,2023-08-05,Junior Analytics Engineer,junior,Amsterdam,NL,remote,58500,77500,midmarket,dbt|snowflake|git|python|sql
J73204,2023-08-06,Junior Data Analyst,junior,Chicago,US,onsite,55500,74000,enterprise,excel|statistics|python|looker|tableau
J73450,2023-08-06,Data Platform Engineer,mid,San Francisco,US,onsite,153500,205000,scaleup,kubernetes|python|spark|aws
J72141,2023-08-07,Lead Machine Learning Engineer,lead,London,GB,remote,,,startup,aws|kubernetes|pytorch|python
J70071,2023-08-08,Data Platform Engineer,mid,São Paulo,BR,remote,47500,63000,enterprise,spark|aws|kubernetes|python|observability
J71517,2023-08-08,Lead Data Engineer,lead,New York,US,hybrid,207500,277000,midmarket,kafka|sql|terraform|python|aws
J71219,2023-08-10,Senior Data Analyst,senior,Amsterdam,NL,hybrid,,,startup,tableau|sql|excel|statistics|looker|python
J72541,2023-08-10,Lead Data Platform Engineer,lead,San Francisco,US,onsite,258000,344000,scaleup,python|terraform|spark|observability|kubernetes|aws
J73088,2023-08-10,Staff Data Analyst,staff,Chicago,US,hybrid,113000,151000,scaleup,looker|tableau|excel
J71264,2023-08-11,Lead Analytics Engineer,lead,Amsterdam,NL,remote,,,scaleup,airflow|sql|python|git
J72130,2023-08-11,Junior Data Engineer,junior,São Paulo,BR,hybrid,,,startup,python|kafka|sql|aws|airflow
J71216,2023-08-13,Junior Data Scientist,junior,Amsterdam,NL,onsite,,,enterprise,experimentation|statistics|python|sql|pandas|pytorch
J72655,2023-08-13,Data Scientist,mid,London,GB,hybrid,91500,122000,enterprise,sql|experimentation|pandas|statistics
J70442,2023-08-14,Machine Learning Engineer,mid,Bengaluru,IN,remote,42000,56000,scaleup,pytorch|python|mlflow|kubernetes|aws|sql
J71606,2023-08-14,Lead Machine Learning Engineer,lead,Amsterdam,NL,remote,171000,228000,startup,pytorch|sql|kubernetes|python|aws|mlflow
J72333,2023-08-14,Analytics Engineer,mid,Bengaluru,IN,onsite,31500,42000,scaleup,airflow|dbt|python|snowflake|sql|git
J72537,2023-08-14,Data Analyst,mid,Toronto,CA,remote,,,scaleup,excel|tableau|statistics
J73037,2023-08-14,Staff Data Platform Engineer,staff,New York,US,onsite,223000,297500,enterprise,python|kubernetes|observability|terraform
J73096,2023-08-14,Data Scientist,mid,Amsterdam,NL,onsite,99000,132000,midmarket,pandas|experimentation|sql|statistics
J70462,2023-08-15,Staff Data Scientist,staff,London,GB,remote,,,scaleup,python|pandas|statistics|sql|pytorch
J70667,2023-08-15,Senior Data Engineer,senior,New York,US,remote,166500,222000,midmarket,kafka|airflow|aws|python|spark
J71464,2023-08-15,Data Analyst,mid,London,GB,onsite,57000,76000,midmarket,python|excel|looker
J72314,2023-08-15,Data Engineer,mid,Berlin,DE,remote,81500,108500,scaleup,python|airflow|terraform|aws|kafka
J70471,2023-08-16,Data Platform Engineer,mid,San Francisco,US,hybrid,166000,221500,scaleup,python|observability|kubernetes|spark|terraform|aws
J70633,2023-08-16,Staff Analytics Engineer,staff,San Francisco,US,hybrid,179500,239500,midmarket,git|python|sql|snowflake
J71575,2023-08-16,Junior Data Analyst,junior,New York,US,onsite,70000,93500,scaleup,excel|python|statistics
J73026,2023-08-16,Data Engineer,mid,Berlin,DE,hybrid,,,scaleup,terraform|sql|airflow|kafka
J73486,2023-08-16,Lead Data Platform Engineer,lead,São Paulo,BR,hybrid,79500,106000,enterprise,spark|terraform|aws
J70587,2023-08-17,Senior Analytics Engineer,senior,Bengaluru,IN,onsite,,,scaleup,git|sql|airflow|snowflake
J70800,2023-08-17,Staff Data Scientist,staff,New York,US,onsite,201000,268000,enterprise,statistics|experimentation|sql|pytorch
J71896,2023-08-17,Junior Data Analyst,junior,São Paulo,BR,onsite,,,enterprise,python|excel|statistics|looker
J72891,2023-08-17,Lead Data Scientist,lead,Amsterdam,NL,remote,,,startup,sql|pytorch|python|experimentation|pandas|statistics
J70933,2023-08-18,Senior Analytics Engineer,senior,Bengaluru,IN,onsite,40000,53500,midmarket,dbt|airflow|git|sql|python|snowflake
J72479,2023-08-18,Senior Analytics Engineer,senior,Austin,US,onsite,123500,164500,enterprise,dbt|sql|python|git|snowflake|airflow
J72787,2023-08-18,Senior Data Platform Engineer,senior,San Francisco,US,onsite,192500,256500,scaleup,kubernetes|terraform|aws|spark|python|observability
J73285,2023-08-18,Data Scientist,mid,Austin,US,hybrid,120000,160000,scaleup,sql|statistics|pandas|python|pytorch
J70212,2023-08-19,Junior Machine Learning Engineer,junior,San Francisco,US,onsite,129500,172500,enterprise,kubernetes|sql|python|mlflow|pytorch
J70916,2023-08-20,Data Engineer,mid,Amsterdam,NL,hybrid,,,enterprise,spark|sql|aws|airflow
J71174,2023-08-20,Data Analyst,mid,London,GB,remote,62500,83500,scaleup,sql|python|excel|tableau
J70203,2023-08-22,Machine Learning Engineer,mid,San Francisco,US,onsite,156500,209000,midmarket,pytorch|kubernetes|sql
J70562,2023-08-22,Analytics Engineer,mid,London,GB,hybrid,77500,103500,scaleup,git|python|snowflake|dbt
J73365,2023-08-22,Senior Data Analyst,senior,Bengaluru,IN,remote,31500,42000,enterprise,sql|python|statistics
J70446,2023-08-23,Lead Analytics Engineer,lead,New York,US,hybrid,,,startup,dbt|sql|airflow
J71750,2023-08-23,Junior Data Analyst,junior,Bengaluru,IN,remote,,,scaleup,tableau|sql|statistics|python
J72100,2023-08-23,Junior Data Analyst,junior,Bengaluru,IN,hybrid,,,midmarket,looker|tableau|python
J72144,2023-08-23,Junior Data Analyst,junior,London,GB,hybrid,42000,56000,enterprise,excel|tableau|statistics|sql|python
J73427,2023-08-23,Data Analyst,mid,São Paulo,BR,onsite,,,scaleup,python|tableau|excel|looker
J71476,2023-08-24,Junior Data Analyst,junior,Bengaluru,IN,remote,,,scaleup,tableau|looker|excel|python|statistics|sql
J71759,2023-08-24,Senior Data Engineer,senior,New York,US,remote,183000,244000,scaleup,terraform|sql|python|spark|airflow
J72165,2023-08-24,Data Scientist,mid,Bengaluru,IN,hybrid,35500,47000,midmarket,statistics|python|experimentation|pandas
J70443,2023-08-25,Data Analyst,mid,San Francisco,US,remote,96500,128500,startup,looker|tableau|excel|statistics
J71362,2023-08-25,BI Developer,mid,Bengaluru,IN,remote,27000,36000,startup,dax|sql|excel
J70153,2023-08-26,Junior Analytics Engineer,junior,Berlin,DE,hybrid,,,scaleup,sql|git|dbt|python
J70418,2023-08-26,Lead Data Platform Engineer,lead,Austin,US,hybrid,182500,243000,enterprise,kubernetes|python|aws|spark
J71012,2023-08-26,Junior Machine Learning Engineer,junior,San Francisco,US,hybrid,118500,157500,enterprise,pytorch|python|sql|kubernetes
J71077,2023-08-26,Data Engineer,mid,Berlin,DE,onsite,79500,106000,scaleup,spark|terraform|python
J71181,2023-08-26,Lead Data Scientist,lead,Chicago,US,hybrid,173500,231000,midmarket,statistics|pandas|sql|experimentation
J72131,2023-08-26,Senior Data Engineer,senior,New York,US,hybrid,152000,203000,enterprise,terraform|sql|airflow|python|aws|spark
J72797,2023-08-26,Junior Machine Learning Engineer,junior,Berlin,DE,hybrid,,,midmarket,kubernetes|aws|sql|python|mlflow
J73068,2023-08-26,Junior Data Analyst,junior,San Francisco,US,onsite,66500,88500,startup,python|statistics|sql|tableau|looker
J73391,2023-08-26,Lead BI Developer,lead,New York,US,remote,156000,208000,midmarket,dax|modelling|excel|power bi|sql
J73499,2023-08-26,Senior Machine Learning Engineer,senior,Chicago,US,hybrid,165500,220500,enterprise,sql|kubernetes|pytorch|python
J70115,2023-08-27,Staff Analytics Engineer,staff,Austin,US,hybrid,146000,195000,enterprise,dbt|git|airflow
J70315,2023-08-27,Junior Data Analyst,junior,Amsterdam,NL,onsite,43500,58000,startup,statistics|looker|tableau|excel|python
J70575,2023-08-27,Analytics Engineer,mid,Bengaluru,IN,onsite,,,midmarket,dbt|airflow|sql|git|snowflake|python
J72383,2023-08-27,Senior Data Engineer,senior,Toronto,CA,hybrid,110000,146500,enterprise,airflow|spark|python|terraform
J72916,2023-08-27,Staff Analytics Engineer,staff,Amsterdam,NL,onsite,115500,154000,enterprise,sql|git|airflow|snowflake
J73350,2023-08-27,Data Engineer,mid,Toronto,CA,remote,,,enterprise,sql|spark|kafka
J73431,2023-08-27,Junior Data Scientist,junior,San Francisco,US,hybrid,104000,139000,startup,experimentation|sql|python|statistics
J70121,2023-08-28,Data Platform Engineer,mid,San Francisco,US,onsite,142500,190000,enterprise,aws|kubernetes|terraform|observability|spark|python
J70287,2023-08-28,Junior BI Developer,junior,San Francisco,US,hybrid,81500,108500,enterprise,modelling|power bi|dax|excel|sql
J70810,2023-08-28,BI Developer,mid,Berlin,DE,hybrid,58500,78000,scaleup,power bi|excel|modelling|sql
J71157,2023-08-28,Senior Analytics Engineer,senior,Amsterdam,NL,onsite,98500,131500,enterprise,airflow|python|sql|snowflake
J71609,2023-08-28,Senior Data Analyst,senior,São Paulo,BR,onsite,37500,50000,startup,statistics|tableau|sql|excel|python|looker
J71637,2023-08-28,Junior Data Scientist,junior,Toronto,CA,remote,,,startup,python|sql|pytorch|pandas
J72073,2023-08-28,Junior Machine Learning Engineer,junior,London,GB,onsite,85500,114000,scaleup,python|kubernetes|aws|pytorch
J70530,2023-08-29,Lead Machine Learning Engineer,lead,Chicago,US,onsite,211000,281500,scaleup,python|sql|kubernetes|mlflow
J70856,2023-08-29,Data Scientist,mid,Chicago,US,onsite,114500,153000,midmarket,statistics|python|experimentation
J73056,2023-08-29,Senior Data Analyst,senior,San Francisco,US,hybrid,117000,156000,startup,looker|excel|sql|python
J73453,2023-08-29,Lead Data Analyst,lead,São Paulo,BR,remote,,,scaleup,tableau|statistics|excel
J70363,2023-08-30,Senior Data Scientist,senior,Austin,US,remote,145500,194500,enterprise,pytorch|pandas|python
J70371,2023-08-30,Data Scientist,mid,San Francisco,US,remote,149000,198500,scaleup,pandas|statistics|sql|python|experimentation|pytorch
J70644,2023-08-30,Data Analyst,mid,Berlin,DE,hybrid,55000,73500,midmarket,statistics|excel|looker|python
J70694,2023-08-30,Staff Machine Learning Engineer,staff,Amsterdam,NL,hybrid,162000,216500,midmarket,kubernetes|python|pytorch
J71710,2023-08-30,Staff Data Analyst,staff,San Francisco,US,onsite,136000,181500,enterprise,statistics|tableau|sql|python|excel
J72554,2023-08-30,Data Engineer,mid,Chicago,US,hybrid,,,midmarket,python|airflow|spark|aws|kafka|sql
J71823,2023-09-01,Junior Data Analyst,junior,Berlin,DE,onsite,41500,55000,enterprise,excel|looker|python|sql|tableau
J72292,2023-09-01,Analytics Engineer,mid,Bengaluru,IN,onsite,32000,43000,enterprise,snowflake|python|dbt|git
J73239,2023-09-01,Staff BI Developer,staff,Toronto,CA,remote,98000,130500,scaleup,excel|dax|modelling|power bi|sql
J72363,2023-09-02,Machine Learning Engineer,mid,Bengaluru,IN,hybrid,45000,60000,enterprise,pytorch|sql|aws
J72552,2023-09-02,Staff Data Analyst,staff,San Francisco,US,remote,,,scaleup,excel|sql|python|statistics
J70317,2023-09-03,Staff Data Analyst,staff,Amsterdam,NL,onsite,86500,115500,scaleup,looker|sql|python|statistics
J71059,2023-09-03,Senior Data Engineer,senior,San Francisco,US,remote,173500,231500,scaleup,kafka|sql|python|aws
J71415,2023-09-03,Staff Data Analyst,staff,Bengaluru,IN,remote,36000,48000,scaleup,statistics|sql|tableau|python|excel|looker
J72548,2023-09-03,Senior Data Analyst,senior,New York,US,hybrid,115500,154000,enterprise,statistics|excel|looker|python|sql
J72324,2023-09-04,Senior Machine Learning Engineer,senior,Berlin,DE,remote,124500,166000,midmarket,pytorch|aws|mlflow|sql
J70749,2023-09-05,Senior Data Analyst,senior,Amsterdam,NL,onsite,,,enterprise,excel|statistics|tableau|looker
J71638,2023-09-05,Staff Data Engineer,staff,San Francisco,US,onsite,215000,286500,midmarket,aws|terraform|python|kafka
J71690,2023-09-05,Data Analyst,mid,London,GB,onsite,,,enterprise,excel|python|looker|tableau
